"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.26863591249993e-101,2.52587583752385,0.695,0.201,6.62372906919491e-97,"3","HLA-DMA"
2.76200797146459e-98,3.68879466670772,0.317,0.024,3.47239642172528e-94,"3","PDLIM1"
3.05105008797453e-98,4.64072996885182,0.288,0.018,3.83578017060158e-94,"3","GNG7"
9.25292802914224e-98,5.43057806852572,0.265,0.013,1.16327811182376e-93,"3","CD72"
1.38541888659773e-92,2.92215001400557,0.549,0.126,1.74174862423066e-88,"3","HLA-DMB"
3.85956474048893e-87,4.81189095202576,0.273,0.02,4.85224479174269e-83,"3","P2RX5"
2.51330690983009e-84,4.12520087486249,0.291,0.026,3.15972944703839e-80,"3","CD40"
1.69739166895728e-74,3.8372563775082,0.352,0.056,2.13396080621309e-70,"3","EAF2"
6.51466996396967e-71,3.68227893721153,0.314,0.044,8.19024307870267e-67,"3","PPAPDC1B"
3.82172537942642e-69,3.4017759916603,0.375,0.071,4.8046731470149e-65,"3","IRF8"
1.64257667006658e-66,0.611094749446319,1,0.993,2.06504738960771e-62,"3","RPL18A"
1.39784616174284e-61,3.21323954995046,0.326,0.058,1.75737219454309e-57,"3","CYB561A3"
3.30459839539316e-61,3.70038756364431,0.27,0.037,4.15454110268828e-57,"3","QRSL1"
2.23479183650997e-57,3.56919393498879,0.282,0.045,2.80958029686033e-53,"3","MARCH1"
8.54164619300402e-55,3.55732786057492,0.267,0.042,1.07385575938446e-50,"3","MEF2C"
1.51605558759871e-52,0.645348650934816,1,0.98,1.9059850847291e-48,"3","RPS23"
3.84112570523307e-52,3.16375680525131,0.323,0.069,4.82906323661901e-48,"3","SMIM14"
4.16887151547041e-51,0.711868408122369,0.991,0.943,5.2411052692494e-47,"3","RPS11"
8.78591891143011e-50,0.578963242141863,1,0.976,1.10456572554499e-45,"3","RPS5"
4.96808567828108e-49,1.96533809136198,0.465,0.151,6.24587731473498e-45,"3","LY86"
7.79880773772028e-49,3.08899009546512,0.294,0.06,9.80466108786194e-45,"3","PLEKHF2"
6.91580185615712e-46,2.1281500746206,0.471,0.176,8.69454609356074e-42,"3","SNX2"
9.59231944945127e-45,0.773875904589903,0.936,0.669,1.20594640118501e-40,"3","LTB"
2.43079137152081e-39,1.46115432691588,0.695,0.427,3.05599091227596e-35,"3","ISG20"
2.50859969259951e-38,1.92436522876884,0.392,0.132,3.1538115335361e-34,"3","NCF1"
9.50765041455604e-38,1.23686340565221,0.811,0.569,1.19530181011799e-33,"3","CXCR4"
1.37187271774341e-36,0.41424501366188,1,0.999,1.72471838074702e-32,"3","RPL13A"
1.10561288957004e-35,1.69843520015811,0.5,0.231,1.38997652476745e-31,"3","SNHG7"
1.58219444925576e-35,1.11284507056539,0.872,0.781,1.98913486160434e-31,"3","LAPTM5"
7.00506694492734e-35,0.445762906913076,1,0.986,8.80677016316265e-31,"3","RPS8"
1.33145413738275e-33,0.384617754823734,1,0.995,1.67390414151759e-29,"3","RPL15"
2.86507418024023e-31,0.440928662375905,1,0.986,3.60197125939802e-27,"3","RPL8"
2.05314933178744e-29,2.74052258791118,0.25,0.069,2.58121933992317e-25,"3","LAT2"
4.35839807317404e-29,1.80392346941641,0.41,0.178,5.47937805759441e-25,"3","FAIM3"
1.00319446353859e-26,0.385006489356669,0.994,0.982,1.26121607956072e-22,"3","RPL18"
1.57944565256767e-24,0.377436645830054,0.997,0.993,1.98567907440807e-20,"3","RPS27"
4.40340023891842e-24,0.378740323538739,0.997,0.985,5.53595478036823e-20,"3","RPL10A"
1.2832409095482e-23,0.791427243881809,0.843,0.612,1.613290471484e-19,"3","PTPRCAP"
9.71521413563331e-23,2.07900859580216,0.273,0.102,1.22139672113182e-18,"3","STX7"
9.87116681596213e-22,0.571393653830855,0.953,0.886,1.24100309210276e-17,"3","CD52"
9.36838260861929e-21,0.453180517444001,0.997,0.978,1.17779306155562e-16,"3","GNB2L1"
1.18088133027926e-20,1.76498132796523,0.297,0.122,1.48460400842708e-16,"3","SYPL1"
8.67830482684751e-20,0.44505108037897,0.988,0.954,1.09103648283127e-15,"3","RPSA"
1.78558839773729e-19,0.361599562567228,0.997,0.991,2.24484173363532e-15,"3","RPL12"
1.21206620300494e-18,0.655997628749463,0.756,0.643,1.52380963041781e-14,"3","LIMD2"
1.12054000902851e-17,0.335563453797644,0.997,0.985,1.40874289935064e-13,"3","RPL29"
4.27906096513536e-17,1.65176873681686,0.262,0.111,5.37963544536817e-13,"3","BIRC3"
2.73393740192786e-16,0.318474103020385,0.994,0.983,3.43710610170371e-12,"3","FAU"
6.12295912616881e-16,0.27711560024701,1,0.997,7.69778421341943e-12,"3","RPS18"
1.6353975703125e-15,0.298063069552303,1,0.99,2.05602182539688e-11,"3","RPL23A"
2.31040191423176e-15,0.47608752582381,0.907,0.859,2.90463728657217e-11,"3","RPS21"
3.84349524915234e-15,1.61946048886837,0.265,0.121,4.83204222723432e-11,"3","PRKCB"
7.61680193950908e-15,0.252057200853583,1,0.994,9.57584339835081e-11,"3","RPL19"
9.45075083601446e-15,0.31385838613594,0.997,0.975,1.18814839510374e-10,"3","RPL9"
1.17032172931406e-14,0.348912397290139,0.997,0.963,1.47132847809364e-10,"3","RPS13"
1.21506076017887e-14,0.997152170952132,0.581,0.449,1.52757438769687e-10,"3","SNX3"
2.50457115700917e-14,0.612823929793924,0.866,0.833,3.14874685859193e-10,"3","EEF2"
2.93902966307499e-14,1.27884870908265,0.366,0.209,3.69494809241788e-10,"3","FAM26F"
9.01157939568723e-14,0.287428912002947,1,0.992,1.1329357616258e-09,"3","RPL21"
2.39537892288391e-13,0.259025086599868,1,0.993,3.01147038184966e-09,"3","RPS19"
2.76451409878085e-13,1.13564860079191,0.485,0.328,3.47554712498728e-09,"3","POLD4"
3.6748509561717e-13,0.252502013400445,0.997,0.992,4.62002262209906e-09,"3","RPLP2"
6.65492497792817e-13,0.335814176117117,0.977,0.952,8.3665716822513e-09,"3","RPL37A"
7.38790458149073e-13,0.819468895118821,0.576,0.441,9.28807363985014e-09,"3","PLAC8"
8.42827707369155e-13,0.501336134008122,0.913,0.884,1.0596029937045e-08,"3","EEF1B2"
3.50877430678868e-12,0.390113147040472,0.89,0.825,4.41123105849473e-08,"3","GLTSCR2"
5.15476234476831e-12,0.308879757350014,0.968,0.952,6.48056721984272e-08,"3","RPL37"
5.58271287612205e-12,0.309170317338095,0.98,0.97,7.01858662786064e-08,"3","RPL35"
8.6382312095708e-12,1.59357304330564,0.323,0.182,1.08599842766724e-07,"3","RPL22L1"
1.9606403390014e-11,0.285233525709645,0.988,0.972,2.46491703419256e-07,"3","RPL5"
2.97371724753118e-11,1.18261082624321,0.328,0.199,3.7385573235962e-07,"3","RCSD1"
3.16690213071115e-11,1.22292970128576,0.337,0.205,3.98142935873006e-07,"3","SEC62"
6.27846186356239e-11,0.282640986541359,0.991,0.979,7.89328225487064e-07,"3","RPS3A"
1.30857940155287e-10,0.92075180008025,0.477,0.357,1.64514602363226e-06,"3","PNISR"
5.98001967942176e-10,1.40328296514913,0.262,0.147,7.51808074096903e-06,"3","BLOC1S2"
7.05444375813769e-10,0.282147985034181,0.977,0.955,8.8688466927307e-06,"3","RPL27"
2.07975874366219e-09,0.54233807102002,0.622,0.517,2.61467269253211e-05,"3","HMGN1"
3.2165877979527e-09,1.13113822861425,0.305,0.189,4.04389417958614e-05,"3","TMEM243"
4.05178620946482e-09,1.02053889434564,0.265,0.152,5.09390562253917e-05,"3","RNASEH2B"
4.22053921022139e-09,1.08083596163992,0.259,0.145,5.30606189509033e-05,"3","POU2F2"
5.23928183637964e-09,0.864347540027005,0.468,0.345,6.58682512469648e-05,"3","CD69"
9.5772423847308e-09,0.390229787708163,0.82,0.723,0.000120405091260836,"3","RPSAP58"
1.17691344132551e-08,1.00398066021945,0.253,0.148,0.000147961557843444,"3","DRAM2"
4.69346125184638e-08,1.03103779919053,0.573,0.458,0.000590061948582127,"3","SELL"
6.53029664933583e-08,0.45636502978217,0.701,0.632,0.0008209888947545,"3","EIF4A2"
7.25475442894801e-08,0.421037212381967,0.791,0.748,0.000912067726807344,"3","TSC22D3"
3.15823275985313e-07,0.812484613881569,0.326,0.23,0.00397053022568736,"3","ZFP36L1"
3.44775886160705e-07,0.455150802989546,0.654,0.602,0.00433452244081239,"3","ATP6V1G1"
4.34317092723518e-07,0.8375638001679,0.358,0.256,0.00546023448972007,"3","SP100"
4.51967100917738e-07,0.251087408101644,0.881,0.808,0.0056821303927378,"3","ARPC3"
5.98733989040132e-07,0.648474937143096,0.608,0.539,0.00752728371021254,"3","CD53"
9.98231959803496e-07,1.13254766575313,0.267,0.18,0.0125497721986496,"3","DCK"
1.07980807363819e-06,1.11540102164566,0.294,0.207,0.0135753471017794,"3","PAPOLA"
1.08482314199343e-06,0.313141645819242,0.913,0.876,0.0136383965411414,"3","BTG1"
2.61548246919446e-06,1.1020650000906,0.273,0.186,0.0328818456027128,"3","EZR"
3.12125229230606e-06,0.478036218307905,0.669,0.625,0.0392403838188718,"3","CCNI"
3.60622910301744e-06,0.732059483523496,0.535,0.474,0.0453375122831353,"3","ANAPC16"
3.90222822290529e-06,0.883560109465162,0.288,0.201,0.0490588132183653,"3","HERPUD1"
9.58176154319859e-06,0.765896998428485,0.372,0.284,0.120461906121093,"3","PTPN6"
1.15424362885712e-05,0.492714847420744,0.599,0.558,0.145111509019917,"3","ERP29"
1.27458529908295e-05,0.650504033158149,0.593,0.557,0.160240863800708,"3","UCP2"
1.36465577429987e-05,0.737845281319012,0.355,0.273,0.17156452394498,"3","SP110"
2.64338219754295e-05,0.415052187220132,0.727,0.704,0.3323260098751,"3","CIRBP"
2.68902546115239e-05,0.427237903656914,0.77,0.758,0.338064280976079,"3","TXNIP"
2.94014921041541e-05,1.46441399615105,0.308,0.233,0.369635558733426,"3","RASGRP2"
4.2865309096843e-05,0.664479648729866,0.323,0.239,0.53890266596551,"3","RHOH"
4.88932954225771e-05,0.371958416330756,0.695,0.684,0.614686510052639,"3","NBEAL1"
5.54531810708093e-05,0.924950692868122,0.291,0.216,0.697157392422214,"3","TAF7"
6.81400377188546e-05,0.762819362283639,0.358,0.294,0.856656554201439,"3","FAM65B"
8.19021164672318e-05,0.375965333979815,0.654,0.634,1,"3","HNRNPA2B1"
0.000107915008890478,0.833362898079534,0.375,0.31,1,"3","STK17A"
0.000113160344894392,0.302684860819702,0.846,0.86,1,"3","RPL23"
0.000158963800273523,0.639907013077114,0.334,0.262,1,"3","LSM7"
0.000387750290713192,0.854498842269034,0.279,0.218,1,"3","TSTD1"
0.000407205986783196,0.903089435877937,0.267,0.204,1,"3","LSM10"
0.000701770349642005,0.670384111391521,0.273,0.212,1,"3","TCEA1"
0.000705551826771949,0.577734291876005,0.358,0.304,1,"3","EIF4G2"
0.000713682280090977,0.550406496104816,0.602,0.606,1,"3","HNRNPDL"
0.000801285598787339,0.263809790255364,0.244,0.361,1,"3","UBE2L6"
0.00100900898261938,0.718312320674314,0.491,0.45,1,"3","UQCRH"
0.00159376870141921,0.592146890546187,0.64,0.633,1,"3","HMGB1"
0.00180167788650597,0.501001647692379,0.366,0.321,1,"3","EVI2B"
0.00210009979933133,0.714800350394743,0.331,0.292,1,"3","SEP15"
0.0031719081322902,0.706844355191217,0.25,0.197,1,"3","LSM2"
0.00710671711231113,0.596088959875258,0.331,0.301,1,"3","SPCS2"
0.00829395141674885,0.375302154559697,0.474,0.442,1,"3","C11orf31"
0.00879774441083549,0.393392810674247,0.506,0.496,1,"3","HNRNPK"
1.14311532638255e-179,3.17832837393012,0.964,0.241,1.43712458832814e-175,"4","CCL5"
9.61294802811588e-174,2.52719513961409,0.967,0.221,1.20853982609473e-169,"4","NKG7"
2.12397945621365e-171,2.59906071490758,0.819,0.124,2.6702669723518e-167,"4","CST7"
2.10123531117422e-169,2.59567365998625,0.826,0.124,2.64167303320823e-165,"4","GZMA"
3.5459019260753e-164,4.34080846747498,0.591,0.057,4.45790790146186e-160,"4","GZMK"
2.03760194773348e-112,2.23934888260209,0.837,0.237,2.56167316869053e-108,"4","CTSW"
4.0424333046908e-97,3.20639159873674,0.493,0.074,5.08214715065727e-93,"4","CD8A"
8.42531053527053e-93,3.59882621046079,0.438,0.061,1.05923004049421e-88,"4","GZMH"
9.23810768195512e-91,2.94972427176678,0.471,0.073,1.1614148977754e-86,"4","KLRG1"
1.7480550885614e-84,0.717378618467153,1,1,2.19765485733939e-80,"4","B2M"
3.65233885945545e-77,2.05820611496904,0.569,0.137,4.59172041410739e-73,"4","LYAR"
1.39056235282023e-75,0.928220851623754,1,0.979,1.7482149899656e-71,"4","HLA-C"
2.32847256498003e-73,1.5383690813524,0.953,0.506,2.92735570869289e-69,"4","IL32"
5.48581245409895e-65,1.36527482558106,0.514,0.114,6.8967634172932e-61,"4","PRF1"
5.28309027407884e-61,0.806350312496354,1,0.961,6.64190109257192e-57,"4","HLA-A"
2.94281385494302e-58,1.86824573219346,0.605,0.202,3.69970557843437e-54,"4","GZMM"
2.9209699730154e-48,1.24025797874319,0.88,0.478,3.67224345007496e-44,"4","CD3D"
3.78933220304249e-45,1.16654387288473,0.924,0.609,4.76394844566502e-41,"4","PTPRCAP"
4.14777903525893e-44,2.58475073713515,0.272,0.046,5.21458780312753e-40,"4","MATK"
1.34368746494765e-42,1.5467163736703,0.359,0.085,1.68928388093219e-38,"4","CCL4"
6.59214836757872e-41,2.06465307351333,0.417,0.117,8.28764892771997e-37,"4","HOPX"
2.19713047002315e-39,1.23131401237858,0.797,0.51,2.7622324269131e-35,"4","HCST"
3.08189452513875e-39,2.03682399719414,0.348,0.09,3.87455779700444e-35,"4","SAMD3"
4.34505231162803e-37,2.06248089714631,0.366,0.099,5.46259976617875e-33,"4","CD8B"
1.06789130009647e-35,2.23436555475721,0.478,0.186,1.34255294248129e-31,"4","APOBEC3G"
1.67926737681751e-35,0.630225388837078,0.989,0.943,2.11117494613497e-31,"4","HLA-B"
2.73223710873302e-34,1.39053539879667,0.33,0.084,3.43496849309915e-30,"4","FGFBP2"
7.21636309177038e-33,2.69477144353528,0.286,0.072,9.07241167897373e-29,"4","NCR3"
2.05374938570992e-28,0.461212243003907,1,1,2.58197372771451e-24,"4","MALAT1"
2.57779486042725e-28,1.14718044357099,0.638,0.329,3.24080369852914e-24,"4","LCK"
6.64226213426102e-28,0.980702190070458,0.754,0.478,8.35065195519295e-24,"4","CD99"
1.06455500265955e-25,1.75755045721256,0.337,0.114,1.33835854934358e-21,"4","C12orf75"
1.30684784821956e-25,0.448742729354387,0.322,0.097,1.64296911478163e-21,"4","GZMB"
8.82278981708945e-22,0.483010178841984,0.964,0.864,1.10920113580449e-17,"4","MYL12A"
1.96257408817632e-21,0.882387253231461,0.743,0.456,2.46734814365527e-17,"4","CD3E"
5.20711103856356e-21,1.67144572445418,0.283,0.097,6.5463799976821e-17,"4","CHST12"
1.32732751699101e-20,1.49665311415195,0.457,0.236,1.6687161543611e-16,"4","DUSP2"
1.32578639606321e-18,1.12788806149561,0.507,0.296,1.66677865713067e-14,"4","CD2"
1.48886330210788e-18,0.947760593987712,0.67,0.449,1.87179894341002e-14,"4","RARRES3"
2.10126034938047e-18,0.565518818624375,0.953,0.88,2.64170451124112e-14,"4","HLA-E"
4.65083724028874e-18,1.43986939952503,0.279,0.105,5.84703257849101e-14,"4","APMAP"
6.69468358834642e-18,0.814165866314668,0.475,0.244,8.41655620726912e-14,"4","CD247"
2.81434606765117e-15,0.522631541255094,0.982,0.941,3.53819587625104e-11,"4","PFN1"
3.57653251396098e-15,1.6185290881191,0.293,0.126,4.49641667655175e-11,"4","TPST2"
8.81066487149087e-15,1.24032787858133,0.337,0.162,1.10767678764383e-10,"4","GNLY"
3.5651451058397e-14,1.06783737732638,0.435,0.249,4.48210042706167e-10,"4","CTSC"
1.38686949922963e-13,0.412629324550987,0.924,0.845,1.74357233443149e-09,"4","UBC"
1.93439350553275e-13,1.19849348009488,0.333,0.169,2.43191951515578e-09,"4","ARPC5L"
4.00120748366393e-13,0.875734918332343,0.598,0.422,5.03031804846229e-09,"4","IL2RG"
4.07218455667237e-13,0.898384551359401,0.554,0.368,5.11955042464851e-09,"4","ID2"
4.40191698809714e-13,1.412133208857,0.464,0.294,5.53409003743573e-09,"4","LITAF"
7.42031048600816e-13,1.56399963566316,0.279,0.128,9.32881434300946e-09,"4","ZAP70"
1.063942841254e-12,1.27438379417666,0.301,0.148,1.33758894002452e-08,"4","SLC9A3R1"
1.22053011195639e-12,0.614985203796337,0.797,0.69,1.53445045675157e-08,"4","MYL12B"
4.88871624792424e-12,0.428347539845285,0.913,0.802,6.14609406689035e-08,"4","DDX5"
1.04296253407017e-11,1.22748500135719,0.297,0.151,1.31121249783302e-07,"4","FYN"
1.27740603938977e-11,0.838670141474814,0.511,0.353,1.60595487272082e-07,"4","BIN2"
4.83723349768008e-11,0.591265181392687,0.663,0.534,6.0813699532834e-07,"4","CD53"
5.12854633473484e-11,0.987137604508774,0.424,0.273,6.44760845202864e-07,"4","YWHAQ"
1.16836504720767e-10,0.535938230373477,0.656,0.523,1.46886853734948e-06,"4","HSP90AA1"
1.34796987316048e-10,0.696138936570307,0.725,0.578,1.69466772453735e-06,"4","ANXA1"
1.35244726069886e-10,1.0303442796542,0.37,0.222,1.70029669615061e-06,"4","MYO1F"
1.82056588732033e-10,1.00931533354313,0.355,0.204,2.28881543353912e-06,"4","LAT"
2.0819292339444e-10,0.906813866396725,0.46,0.318,2.6174014329149e-06,"4","HLA-F"
2.19405632587942e-10,0.637298187390166,0.775,0.666,2.75836761289561e-06,"4","CALM1"
3.92078674982622e-10,0.753128919654938,0.475,0.323,4.92921310188152e-06,"4","SEPT7"
4.67462946886671e-10,0.843495276142116,0.449,0.305,5.87694416825922e-06,"4","DHRS7"
9.47392345391295e-10,0.628303202132354,0.489,0.349,1.19106165662594e-05,"4","RAP1B"
9.93482142734206e-10,1.02480172690647,0.257,0.13,1.24900574984544e-05,"4","OPTN"
1.33536877570399e-09,0.402657234323534,0.938,0.931,1.67882562481505e-05,"4","MT-CYB"
2.53507296361704e-09,0.332057044187813,0.678,0.524,3.18709372985934e-05,"4","GIMAP7"
2.94569222768881e-09,0.847052050354143,0.37,0.229,3.70332426865037e-05,"4","PPP2R5C"
8.95623126193714e-09,0.82546063182486,0.399,0.271,0.000112597739425074,"4","PPP1R18"
9.52632003838207e-09,1.57901261873314,0.359,0.229,0.000119764895522539,"4","C9orf142"
1.09920537642767e-08,1.17410029744533,0.279,0.157,0.000138192099924486,"4","PLEK"
1.88831218022255e-08,0.970932749617946,0.37,0.237,0.000237398607297579,"4","SUN2"
2.13138965483894e-08,1.0005624094101,0.25,0.132,0.000267958307406351,"4","SIT1"
3.03274424020769e-08,0.53782391607978,0.565,0.443,0.00038127660587891,"4","PTPRC"
3.08822119433961e-08,1.13289741486218,0.308,0.188,0.000388251168552376,"4","HSPA5"
6.25882867917512e-08,0.775349784416298,0.355,0.234,0.000786859941545895,"4","HSP90B1"
9.61690191461083e-08,0.300392250325148,0.75,0.581,0.00120903690870487,"4","SRGN"
1.27932981722168e-07,0.822432561922737,0.406,0.283,0.00160837344621109,"4","ANXA6"
1.39711976486811e-07,0.885441107930255,0.308,0.185,0.00175645896839218,"4","ARL4C"
1.52846264449226e-07,0.514892137197514,0.598,0.463,0.00192158323665567,"4","IFITM1"
1.83352851704282e-07,0.973868024509123,0.286,0.174,0.00230511205162623,"4","PIM1"
1.90728008824295e-07,0.539511519564064,0.442,0.304,0.00239783252693904,"4","STK17A"
1.96423826377019e-07,0.725357190463719,0.355,0.239,0.00246944034521188,"4","TUBA4A"
1.9947264323047e-07,1.03531097422634,0.319,0.207,0.00250777007069348,"4","CD3G"
2.19460259833049e-07,0.378753607758044,0.761,0.632,0.00275905438662109,"4","CLIC1"
2.34747189128579e-07,0.666369591067875,0.518,0.401,0.00295124166172449,"4","CCND3"
2.43489666728595e-07,1.14648929752031,0.257,0.152,0.0030611520901119,"4","TMED4"
3.26481673363574e-07,0.818315777952829,0.395,0.273,0.00410452759752685,"4","XBP1"
4.86023530857684e-07,0.267597569671838,0.815,0.729,0.0061102878299428,"4","PSME1"
5.01115920160145e-07,0.330527337660948,0.822,0.778,0.00630002934825334,"4","UBB"
5.63594803075957e-07,0.532168957540198,0.583,0.487,0.00708551386427093,"4","HNRNPK"
7.7911118457777e-07,0.432197248551845,0.591,0.457,0.00979498581251173,"4","ITGB2"
1.01498249505599e-06,0.421221302226561,0.891,0.861,0.0127603599278439,"4","ACTG1"
1.13959240627102e-06,0.431354231195879,0.931,0.889,0.0143269557316393,"4","MT-ND2"
1.1403952663215e-06,0.860668600074084,0.279,0.172,0.0143370492881939,"4","RASSF5"
1.36198771131761e-06,0.477553603831396,0.489,0.354,0.017122909506685,"4","CD7"
1.43975705200056e-06,0.712213649712691,0.558,0.467,0.0181006256577511,"4","PPIB"
1.56476079854986e-06,0.419482272503271,0.743,0.667,0.0196721727593688,"4","HSPA8"
1.69100290863694e-06,0.35602092369935,0.598,0.507,0.0212592885673835,"4","TMBIM6"
2.46210259344772e-06,0.287942529052877,0.725,0.644,0.0309535538048247,"4","RAC2"
2.71045794918242e-06,0.380447295260856,0.663,0.577,0.0340758773371214,"4","PSMB9"
3.62708075429609e-06,0.9457567308158,0.428,0.328,0.0455996592430105,"4","PDIA3"
4.08737677537444e-06,0.792453506591925,0.272,0.171,0.0513865008200074,"4","RPA2"
4.91099117021528e-06,0.625626049720303,0.562,0.472,0.0617409809919465,"4","GUK1"
5.19898602252893e-06,0.428849809264814,0.797,0.736,0.0653616522752337,"4","PPIA"
1.2538714666684e-05,0.256589306381261,0.96,0.911,0.157636720789551,"4","CFL1"
1.25408449132017e-05,0.749577373713498,0.254,0.161,0.157663502248772,"4","CCDC107"
1.31033783421973e-05,0.550378767448955,0.319,0.219,0.164735672518104,"4","TERF2IP"
1.77931554550701e-05,0.295567560070659,0.685,0.591,0.223695550381141,"4","CXCR4"
2.09751408840103e-05,0.547780029339834,0.467,0.378,0.263699471193777,"4","LCP1"
2.26602769873568e-05,0.830259555709898,0.293,0.199,0.284885002285049,"4","SPOCK2"
2.28607799822505e-05,0.577804000207487,0.315,0.216,0.287405725936854,"4","OCIAD2"
2.79777731323659e-05,0.651929584733248,0.388,0.304,0.351736563820105,"4","HNRNPA3"
3.45420777138578e-05,0.798713609584394,0.25,0.162,0.43426300101862,"4","RNF167"
3.72000883206549e-05,0.688968164439347,0.391,0.295,0.467679510367273,"4","SPCS2"
4.1934383361449e-05,0.422541899866301,0.554,0.478,0.527199067620136,"4","SRSF7"
4.29245213748884e-05,0.751630688879339,0.312,0.224,0.539647082725097,"4","TAP1"
4.34115014303625e-05,0.710735745250548,0.42,0.339,0.545769395982517,"4","SNRPB"
4.50855516282287e-05,1.01390320435005,0.297,0.213,0.566815555070091,"4","CAPN2"
4.86823900645512e-05,0.390377070831811,0.583,0.512,0.612035007891538,"4","PPP1CA"
4.89699017377125e-05,1.02779509070726,0.373,0.276,0.615649604646521,"4","GIMAP5"
5.21105295674961e-05,0.630448690163845,0.293,0.204,0.655133577722561,"4","BUB3"
6.91390627939246e-05,0.30663707796292,0.529,0.451,0.86921629744522,"4","GIMAP4"
7.52222569821997e-05,0.897258122867262,0.308,0.22,0.945694214780214,"4","CITED2"
8.08973528876004e-05,1.30092815507251,0.301,0.218,1,"4","CDC37"
0.000117726775713251,0.731497853141981,0.283,0.199,1,"4","WIPF1"
0.000123163545519076,0.26504684825,0.514,0.449,1,"4","ARL6IP5"
0.000136269270524856,0.511543732081543,0.312,0.228,1,"4","GADD45B"
0.000159527183718953,1.46711634308437,0.333,0.259,1,"4","TMEM50A"
0.000171465607451918,0.549744202945317,0.344,0.269,1,"4","MEAF6"
0.000171639292296651,0.616253563384779,0.464,0.395,1,"4","IL7R"
0.000227353481169169,0.70397291314935,0.428,0.357,1,"4","C9orf16"
0.000241692821477783,0.649211072850265,0.478,0.406,1,"4","CAP1"
0.000257563224194507,0.387010562191646,0.768,0.7,1,"4","CIRBP"
0.00032313400780765,0.754188914670244,0.275,0.199,1,"4","HNRNPR"
0.000362299624503739,0.598195718300089,0.312,0.235,1,"4","KMT2E"
0.000377070711754349,0.63281471388533,0.25,0.176,1,"4","IDH2"
0.00040950934823496,0.771575576264952,0.446,0.369,1,"4","CMPK1"
0.000418932007917318,0.567445387897631,0.286,0.208,1,"4","BTN3A2"
0.000435954478397209,0.649725178434832,0.283,0.208,1,"4","CKLF"
0.000453112859626144,0.56366983724074,0.297,0.224,1,"4","MED10"
0.000470034180843393,0.416190157537318,0.696,0.647,1,"4","ZFP36L2"
0.000484082700384767,0.275731148680824,0.572,0.517,1,"4","GTF3A"
0.000492057923482859,0.271683722155198,0.63,0.562,1,"4","SNRPD2"
0.000526165969197791,0.747504675103459,0.388,0.311,1,"4","SEC61B"
0.000615736854638287,0.410069246045676,0.457,0.392,1,"4","TMEM59"
0.000648069788300674,0.505734157775797,0.319,0.243,1,"4","BIN1"
0.000679138716390882,0.689185032727421,0.254,0.186,1,"4","COPS6"
0.000738506289373337,0.330124647341223,0.42,0.336,1,"4","CD63"
0.000873282091353167,0.601452061980198,0.261,0.191,1,"4","DSTN"
0.000983230170352758,0.490763314010888,0.504,0.45,1,"4","VAMP2"
0.00099987975153977,0.499659235883812,0.301,0.235,1,"4","XRCC5"
0.00115462158866742,0.702715447732956,0.257,0.191,1,"4","CFLAR"
0.00120551026034066,0.573855190566811,0.355,0.295,1,"4","SELT"
0.00121934981903266,0.279664301382536,0.685,0.627,1,"4","HMGB1"
0.00132130899110237,0.562339051693039,0.286,0.215,1,"4","ANXA7"
0.00139627126084513,0.413734126546678,0.435,0.384,1,"4","C11orf58"
0.001534464486457,0.306607453407749,0.5,0.45,1,"4","ARF1"
0.00167041876828522,0.527210806343711,0.475,0.408,1,"4","ACTR3"
0.00186621695765372,0.501244034865929,0.663,0.633,1,"4","IER2"
0.00188422934194097,0.614905551319323,0.25,0.19,1,"4","ENY2"
0.00206859329045534,0.537598921219221,0.297,0.231,1,"4","P4HB"
0.0023228504782164,0.353155312089765,0.301,0.227,1,"4","ALOX5AP"
0.0023403300768158,0.529863032166087,0.341,0.273,1,"4","CALR"
0.00240793489339767,0.465947896716824,0.366,0.307,1,"4","HNRNPM"
0.00262251556156633,0.640456132272823,0.264,0.204,1,"4","HSPE1"
0.00284149420910504,0.384359064802611,0.384,0.309,1,"4","MT2A"
0.00320529937495179,0.39243643215026,0.696,0.645,1,"4","KLF6"
0.00327703887390214,0.480334546370855,0.275,0.216,1,"4","RPS27L"
0.00342563307791175,0.678843347692463,0.264,0.206,1,"4","IL10RA"
0.00346781728696982,0.313057520036728,0.453,0.403,1,"4","PTGES3"
0.00368038255258857,0.441862805270497,0.37,0.308,1,"4","SON"
0.00370981452954558,0.519233800799994,0.268,0.21,1,"4","SDHC"
0.0040816032679427,0.654465896607468,0.304,0.247,1,"4","TMED9"
0.00413686610961099,0.872799070481832,0.25,0.19,1,"4","GBP2"
0.00458955897332523,0.316402774324843,0.435,0.397,1,"4","NDUFB8.1"
0.0049768942937116,0.776172369044639,0.315,0.257,1,"4","S1PR4"
0.00502747491679732,0.489098595592956,0.783,0.757,1,"4","TXNIP"
0.0059008310767063,0.64952118827938,0.355,0.297,1,"4","ACAP1"
0.00680299427819428,0.425320586223285,0.355,0.3,1,"4","KRTCAP2"
0.00736014463133061,0.304533859245495,0.547,0.513,1,"4","MT-ND5"
0.0077465094573517,0.404031498016059,0.638,0.616,1,"4","SSR2"
0.008655525958417,0.279796172770604,0.435,0.375,1,"4","PEBP1"
0.00961273681419248,0.682278162783464,0.362,0.312,1,"4","TUBB"
